Nu18,,,,,,,,,,,,,,,,,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalC_05,Std Bracket Sample,,Method Settings,505064,NA,NA,10.000,11.453,15%,4.4%,,3,,1.70,CalC,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalC_06,Std Bracket Sample,,Method Settings,509060,NA,NA,10.000,11.544,15%,4.4%,,3,,1.71,CalC,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalC_07,Std Bracket Sample,,Method Settings,482162,NA,NA,10.000,10.933,9%,4.4%,,3,,1.71,CalC,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalC_08,Std Bracket Sample,,Method Settings,478104,NA,NA,10.000,10.841,8%,4.4%,,3,,1.72,CalC,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalC_09,Std Bracket Sample,,Method Settings,492681,NA,NA,10.000,11.172,12%,4.4%,,3,,1.72,CalC,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_01,Std Bracket Sample,,Method Settings,57732,NA,NA,1.000,1.303,30%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_02,Std Bracket Sample,,Method Settings,60043,NA,NA,1.000,1.356,36%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_03,Std Bracket Sample,,Method Settings,57603,NA,NA,1.000,1.300,30%,3.1%,,4,,1.70,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_04,Std Bracket Sample,,Method Settings,55747,NA,NA,1.000,1.258,26%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_05,Std Bracket Sample,,Method Settings,55167,NA,NA,1.000,1.245,25%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_06,Std Bracket Sample,,Method Settings,57182,NA,NA,1.000,1.291,29%,3.1%,,4,,1.70,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_07,Std Bracket Sample,,Method Settings,55459,NA,NA,1.000,1.252,25%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_08,Std Bracket Sample,,Method Settings,54457,NA,NA,1.000,1.229,23%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalD_09,Std Bracket Sample,,Method Settings,55555,NA,NA,1.000,1.254,25%,3.1%,,4,,1.71,CalD,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_01,Std Bracket Sample,,Method Settings,24653,NA,NA,0.500,0.553,11%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_02,Std Bracket Sample,,Method Settings,23602,NA,NA,0.500,0.529,6%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_03,Std Bracket Sample,,Method Settings,24220,NA,NA,0.500,0.543,9%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_04,Std Bracket Sample,,Method Settings,23080,NA,NA,0.500,0.517,3%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_05,Std Bracket Sample,,Method Settings,23986,NA,NA,0.500,0.538,8%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_06,Std Bracket Sample,,Method Settings,23501,NA,NA,0.500,0.527,5%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_07,Std Bracket Sample,,Method Settings,23461,NA,NA,0.500,0.526,5%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_08,Std Bracket Sample,,Method Settings,22098,NA,NA,0.500,0.495,-1%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalE_09,Std Bracket Sample,,Method Settings,22322,NA,NA,0.500,0.500,0%,3.6%,,5,,1.71,CalE,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_01,Std Bracket Sample,,Method Settings,4871,NA,NA,0.100,0.104,4%,6.1%,,6,,1.70,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_02,Std Bracket Sample,,Method Settings,5195,NA,NA,0.100,0.111,11%,6.1%,,6,,1.70,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_03,Std Bracket Sample,,Method Settings,4689,NA,NA,0.100,0.100,0%,6.1%,,6,,1.72,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_04,Std Bracket Sample,,Method Settings,4532,NA,NA,0.100,0.096,-4%,6.1%,,6,,1.71,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_05,Std Bracket Sample,,Method Settings,4368,NA,NA,0.100,0.093,-7%,6.1%,,6,,1.70,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_06,Std Bracket Sample,,Method Settings,4534,NA,NA,0.100,0.096,-4%,6.1%,,6,,1.71,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_07,Std Bracket Sample,,Method Settings,4563,NA,NA,0.100,0.097,-3%,6.1%,,6,,1.70,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_08,Std Bracket Sample,,Method Settings,4433,NA,NA,0.100,0.094,-6%,6.1%,,6,,1.71,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalF_09,Std Bracket Sample,,Method Settings,4278,NA,NA,0.100,0.091,-9%,6.1%,,6,,1.71,CalF,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_01,Std Bracket Sample,,Method Settings,2547,NA,NA,0.050,0.051,2%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_02,Std Bracket Sample,,Method Settings,2505,NA,NA,0.050,0.050,1%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_03,Std Bracket Sample,,Method Settings,2581,NA,NA,0.050,0.052,4%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_04,Std Bracket Sample,,Method Settings,2490,NA,NA,0.050,0.050,0%,8.3%,,7,,1.70,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_05,Std Bracket Sample,,Method Settings,2453,NA,NA,0.050,0.049,-2%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_06,Std Bracket Sample,,Method Settings,2310,NA,NA,0.050,0.046,-8%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_07,Std Bracket Sample,,Method Settings,2823,NA,NA,0.050,0.057,15%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_08,Std Bracket Sample,,Method Settings,2062,NA,NA,0.050,0.040,-20%,8.3%,,7,,1.70,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalG_09,Std Bracket Sample,,Method Settings,2433,NA,NA,0.050,0.049,-3%,8.3%,,7,,1.71,CalG,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_01,Std Bracket Sample,,Method Settings,533,NA,NA,0.010,0.006,-44%,34.3%,Response Low,8,,1.71,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_02,Std Bracket Sample,,Method Settings,649,NA,NA,0.010,0.008,-18%,34.3%,Response Low,8,,1.70,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_03,Std Bracket Sample,,Method Settings,640,NA,NA,0.010,0.008,-20%,34.3%,Response Low,8,,1.71,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_04,Std Bracket Sample,,Method Settings,702,NA,NA,0.010,0.009,-6%,34.3%,Response Low,8,,1.71,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_05,Std Bracket Sample,,Method Settings,702,NA,NA,0.010,0.009,-6%,34.3%,Response Low,8,,1.71,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_06,Std Bracket Sample,,Method Settings,629,NA,NA,0.010,0.008,-23%,34.3%,Response Low,8,,1.69,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_07,Std Bracket Sample,,Method Settings,265,NA,NA,0.010,-0.001,-105%,34.3%,Response Low,8,,1.69,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_08,Std Bracket Sample,,Method Settings,283,NA,NA,0.010,0.000,-101%,34.3%,Response Low,8,,1.69,CalH,
Nu18,20181029_GM_2O-Me_Exp_Mix19_CalH_09,Std Bracket Sample,,Method Settings,341,NA,NA,0.010,0.001,-88%,34.3%,Response Low,8,,1.66,CalH,
Nu18,20181029_GM_2O-Me_Exp_blank_01,Blank Sample,,Method Settings,205,NA,NA,NA,-0.002,NA,NA,Response Low,NA,,1.75,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_02,Blank Sample,,Method Settings,160,NA,NA,NA,-0.003,NA,NA,Response Low,NA,,1.71,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_03,Blank Sample,,Method Settings,185,NA,NA,NA,-0.002,NA,NA,Response Low,NA,,1.74,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_04,Blank Sample,,Method Settings,164,NA,NA,NA,-0.003,NA,NA,Response Low,NA,,1.74,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_05,Blank Sample,,Method Settings,259,NA,NA,NA,-0.001,NA,NA,Response Low,NA,,1.70,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_06,Blank Sample,,Method Settings,151,NA,NA,NA,-0.003,NA,NA,Response Low,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_07,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_08,Blank Sample,,Method Settings,279,NA,NA,NA,0.000,NA,NA,Response Low,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_09,Blank Sample,,Method Settings,238,NA,NA,NA,-0.001,NA,NA,Response Low,NA,,1.71,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_10,Blank Sample,,Method Settings,311,NA,NA,NA,0.001,NA,NA,Response Low,NA,,1.71,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_11,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_12,Blank Sample,,Method Settings,134,NA,NA,NA,-0.004,NA,NA,Response Low,NA,,1.67,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_13,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_14,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_15,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_16,Blank Sample,,Method Settings,868,NA,NA,NA,0.013,NA,NA,,NA,,1.71,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_17,Blank Sample,,Method Settings,589,NA,NA,NA,0.007,NA,NA,Response Low,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_18,Blank Sample,,Method Settings,509,NA,NA,NA,0.005,NA,NA,Response Low,NA,,1.70,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_19,Blank Sample,,Method Settings,195,NA,NA,NA,-0.002,NA,NA,Response Low,NA,,1.70,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_20,Blank Sample,,Method Settings,213,NA,NA,NA,-0.002,NA,NA,Response Low,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_21,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_22,Blank Sample,,Method Settings,365,NA,NA,NA,0.002,NA,NA,Response Low,NA,,1.72,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_cal_01,Blank Sample,,Method Settings,472,NA,NA,NA,0.004,NA,NA,Response Low,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_cal_02,Blank Sample,,Method Settings,1204,NA,NA,NA,0.021,NA,NA,,NA,,1.69,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_cal_03,Blank Sample,,Method Settings,1094,NA,NA,NA,0.018,NA,NA,,NA,,1.71,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_start_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_blank_start_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_03,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_04,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_05,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_06,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_07,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_08,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_09,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_10,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_11,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_12,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_13,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_14,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_15,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_16,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_17,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_18,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_19,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_20,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_21,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_22,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_23,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_24,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_25,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_26,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_27,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_28,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_29,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_30,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_31,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_32,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_33,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_03,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_04,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_05,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_wash_MeOH_cal_06,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to100_01,Unknown Sample,,Method Settings,169459,NA,NA,NA,3.838,NA,NA,,NA,,1.70,M1_S1 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to100_02,Unknown Sample,,Method Settings,166695,NA,NA,NA,3.776,NA,NA,,NA,,1.70,M1_S1 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to100_03,Unknown Sample,,Method Settings,166139,NA,NA,NA,3.763,NA,NA,,NA,,1.71,M1_S1 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to10k_01,Unknown Sample,,Method Settings,2231,NA,NA,NA,0.044,NA,NA,,NA,,1.71,M1_S1 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to10k_02,Unknown Sample,,Method Settings,2258,NA,NA,NA,0.045,NA,NA,,NA,,1.69,M1_S1 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_1to10k_03,Unknown Sample,,Method Settings,2144,NA,NA,NA,0.042,NA,NA,,NA,,1.71,M1_S1 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_01,Unknown Sample,,Method Settings,113114,NA,NA,NA,2.560,NA,NA,,NA,,1.71,M1_S1_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_02,Unknown Sample,,Method Settings,122290,NA,NA,NA,2.768,NA,NA,,NA,,1.71,M1_S1_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_03,Unknown Sample,,Method Settings,119440,NA,NA,NA,2.703,NA,NA,,NA,,1.71,M1_S1_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_01,Unknown Sample,,Method Settings,2074,NA,NA,NA,0.041,NA,NA,,NA,,1.70,M1_S1_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_02,Unknown Sample,,Method Settings,1672,NA,NA,NA,0.031,NA,NA,,NA,,1.70,M1_S1_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_03,Unknown Sample,,Method Settings,2210,NA,NA,NA,0.044,NA,NA,,NA,,1.71,M1_S1_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_01,Unknown Sample,,Method Settings,21620,NA,NA,NA,0.484,NA,NA,,NA,,1.71,M1_S1_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_02,Unknown Sample,,Method Settings,21652,NA,NA,NA,0.485,NA,NA,,NA,,1.71,M1_S1_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_03,Unknown Sample,,Method Settings,22853,NA,NA,NA,0.512,NA,NA,,NA,,1.71,M1_S1_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_01,Unknown Sample,,Method Settings,913,NA,NA,NA,0.014,NA,NA,,NA,,1.71,M1_S1_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_02,Unknown Sample,,Method Settings,781,NA,NA,NA,0.011,NA,NA,,NA,,1.70,M1_S1_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_03,Unknown Sample,,Method Settings,797,NA,NA,NA,0.012,NA,NA,,NA,,1.70,M1_S1_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to100_01,Unknown Sample,,Method Settings,240875,NA,NA,NA,5.459,NA,NA,,NA,,1.71,M1A 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,242752,NA,NA,NA,5.501,NA,NA,,NA,,1.71,M1A 1to100,
