Nu3,,,,,,,,,,,,,,,,,
Nu3,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_01,Std Bracket Sample,,Method Settings,2793541,NA,NA,50.000,52.654,5%,3.1%,,2,,6.90,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_02,Std Bracket Sample,,Method Settings,2892733,NA,NA,50.000,54.524,9%,3.1%,,2,,6.88,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_03,Std Bracket Sample,,Method Settings,2826509,NA,NA,50.000,53.275,7%,3.1%,,2,,6.88,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_04,Std Bracket Sample,,Method Settings,2687704,NA,NA,50.000,50.659,1%,3.1%,,2,,6.93,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_05,Std Bracket Sample,,Method Settings,2666164,NA,NA,50.000,50.253,1%,3.1%,,2,,6.94,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_06,Std Bracket Sample,,Method Settings,2720606,NA,NA,50.000,51.279,3%,3.1%,,2,,6.94,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_07,Std Bracket Sample,,Method Settings,2684915,NA,NA,50.000,50.606,1%,3.1%,,2,,6.99,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_08,Std Bracket Sample,,Method Settings,2680770,NA,NA,50.000,50.528,1%,3.1%,,2,,6.98,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalB_09,Std Bracket Sample,,Method Settings,2640607,NA,NA,50.000,49.771,0%,3.1%,,2,,6.99,CalB,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_01,Std Bracket Sample,,Method Settings,598307,NA,NA,10.000,11.276,13%,3.7%,,3,,6.93,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_02,Std Bracket Sample,,Method Settings,592868,NA,NA,10.000,11.173,12%,3.7%,,3,,6.94,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_03,Std Bracket Sample,,Method Settings,604166,NA,NA,10.000,11.386,14%,3.7%,,3,,6.92,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_04,Std Bracket Sample,,Method Settings,557335,NA,NA,10.000,10.504,5%,3.7%,,3,,6.93,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_05,Std Bracket Sample,,Method Settings,563589,NA,NA,10.000,10.622,6%,3.7%,,3,,6.92,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_06,Std Bracket Sample,,Method Settings,570387,NA,NA,10.000,10.750,7%,3.7%,,3,,6.93,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_07,Std Bracket Sample,,Method Settings,553828,NA,NA,10.000,10.438,4%,3.7%,,3,,6.98,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_08,Std Bracket Sample,,Method Settings,555448,NA,NA,10.000,10.468,5%,3.7%,,3,,6.98,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalC_09,Std Bracket Sample,,Method Settings,547929,NA,NA,10.000,10.326,3%,3.7%,,3,,6.98,CalC,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_01,Std Bracket Sample,,Method Settings,66465,NA,NA,1.000,1.251,25%,3.7%,,4,,6.96,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_02,Std Bracket Sample,,Method Settings,65333,NA,NA,1.000,1.230,23%,3.7%,,4,,6.94,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_03,Std Bracket Sample,,Method Settings,65656,NA,NA,1.000,1.236,24%,3.7%,,4,,6.94,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_04,Std Bracket Sample,,Method Settings,61615,NA,NA,1.000,1.160,16%,3.7%,,4,,6.93,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_05,Std Bracket Sample,,Method Settings,62828,NA,NA,1.000,1.183,18%,3.7%,,4,,6.92,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_06,Std Bracket Sample,,Method Settings,65122,NA,NA,1.000,1.226,23%,3.7%,,4,,6.92,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_07,Std Bracket Sample,,Method Settings,61372,NA,NA,1.000,1.155,16%,3.7%,,4,,6.98,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_08,Std Bracket Sample,,Method Settings,59917,NA,NA,1.000,1.128,13%,3.7%,,4,,6.98,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalD_09,Std Bracket Sample,,Method Settings,61366,NA,NA,1.000,1.155,16%,3.7%,,4,,6.98,CalD,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_01,Std Bracket Sample,,Method Settings,26330,NA,NA,0.500,0.495,-1%,3.2%,,5,,6.94,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_02,Std Bracket Sample,,Method Settings,27803,NA,NA,0.500,0.522,4%,3.2%,,5,,6.96,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_03,Std Bracket Sample,,Method Settings,26780,NA,NA,0.500,0.503,1%,3.2%,,5,,6.95,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_04,Std Bracket Sample,,Method Settings,26505,NA,NA,0.500,0.498,0%,3.2%,,5,,6.96,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_05,Std Bracket Sample,,Method Settings,26630,NA,NA,0.500,0.500,0%,3.2%,,5,,6.94,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_06,Std Bracket Sample,,Method Settings,26926,NA,NA,0.500,0.506,1%,3.2%,,5,,6.94,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_07,Std Bracket Sample,,Method Settings,24649,NA,NA,0.500,0.463,-7%,3.2%,,5,,6.96,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_08,Std Bracket Sample,,Method Settings,26027,NA,NA,0.500,0.489,-2%,3.2%,,5,,6.97,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalE_09,Std Bracket Sample,,Method Settings,26255,NA,NA,0.500,0.493,-1%,3.2%,,5,,6.97,CalE,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_01,Std Bracket Sample,,Method Settings,5514,NA,NA,0.100,0.102,2%,7.6%,,6,,6.93,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_02,Std Bracket Sample,,Method Settings,5711,NA,NA,0.100,0.106,6%,7.6%,,6,,6.93,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_03,Std Bracket Sample,,Method Settings,5370,NA,NA,0.100,0.100,0%,7.6%,,6,,6.94,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_04,Std Bracket Sample,,Method Settings,4939,NA,NA,0.100,0.092,-8%,7.6%,,6,,6.94,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_05,Std Bracket Sample,,Method Settings,4915,NA,NA,0.100,0.091,-9%,7.6%,,6,,6.94,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_06,Std Bracket Sample,,Method Settings,5208,NA,NA,0.100,0.097,-3%,7.6%,,6,,6.95,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_07,Std Bracket Sample,,Method Settings,5156,NA,NA,0.100,0.096,-4%,7.6%,,6,,6.94,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_08,Std Bracket Sample,,Method Settings,4761,NA,NA,0.100,0.088,-12%,7.6%,,6,,6.95,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalF_09,Std Bracket Sample,,Method Settings,4465,NA,NA,0.100,0.083,-17%,7.6%,,6,,6.96,CalF,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_01,Std Bracket Sample,,Method Settings,2404,NA,NA,0.050,0.044,-13%,10.8%,,7,,6.95,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_02,Std Bracket Sample,,Method Settings,3136,NA,NA,0.050,0.058,15%,10.8%,,7,,6.94,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_03,Std Bracket Sample,,Method Settings,3014,NA,NA,0.050,0.055,10%,10.8%,,7,,6.94,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_04,Std Bracket Sample,,Method Settings,2955,NA,NA,0.050,0.054,8%,10.8%,,7,,6.93,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_05,Std Bracket Sample,,Method Settings,2761,NA,NA,0.050,0.050,1%,10.8%,,7,,6.91,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_06,Std Bracket Sample,,Method Settings,2625,NA,NA,0.050,0.048,-4%,10.8%,,7,,6.92,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_07,Std Bracket Sample,,Method Settings,2614,NA,NA,0.050,0.048,-5%,10.8%,,7,,6.94,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_08,Std Bracket Sample,,Method Settings,2357,NA,NA,0.050,0.043,-14%,10.8%,,7,,6.96,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalG_09,Std Bracket Sample,,Method Settings,2388,NA,NA,0.050,0.043,-13%,10.8%,,7,,6.96,CalG,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_01,Std Bracket Sample,,Method Settings,743,NA,NA,0.010,0.012,24%,32.3%,,8,,6.97,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_02,Std Bracket Sample,,Method Settings,598,NA,NA,0.010,0.010,-3%,32.3%,Response Low,8,,6.93,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_03,Std Bracket Sample,,Method Settings,552,NA,NA,0.010,0.009,-12%,32.3%,Response Low,8,,6.97,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_04,Std Bracket Sample,,Method Settings,608,NA,NA,0.010,0.010,-1%,32.3%,Response Low,8,,6.93,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_05,Std Bracket Sample,,Method Settings,499,NA,NA,0.010,0.008,-22%,32.3%,Response Low,8,,6.93,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_06,Std Bracket Sample,,Method Settings,645,NA,NA,0.010,0.011,6%,32.3%,,8,,6.93,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_07,Std Bracket Sample,,Method Settings,269,NA,NA,0.010,0.003,-65%,32.3%,Response Low,8,,6.90,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_08,Std Bracket Sample,,Method Settings,369,NA,NA,0.010,0.005,-46%,32.3%,Response Low,8,,6.95,CalH,
Nu3,20181029_GM_2O-Me_Exp_Mix19_CalH_09,Std Bracket Sample,,Method Settings,294,NA,NA,0.010,0.004,-60%,32.3%,Response Low,8,,6.89,CalH,
Nu3,20181029_GM_2O-Me_Exp_blank_01,Blank Sample,,Method Settings,222,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.94,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_02,Blank Sample,,Method Settings,198,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.99,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_03,Blank Sample,,Method Settings,273,NA,NA,NA,0.004,NA,NA,Response Low,NA,,7.01,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_04,Blank Sample,,Method Settings,137,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.00,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_05,Blank Sample,,Method Settings,113,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.94,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_06,Blank Sample,,Method Settings,94,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.98,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_07,Blank Sample,,Method Settings,75,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.03,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_08,Blank Sample,,Method Settings,215,NA,NA,NA,0.002,NA,NA,Response Low,NA,,7.03,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_09,Blank Sample,,Method Settings,254,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.92,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_10,Blank Sample,,Method Settings,168,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.88,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_11,Blank Sample,,Method Settings,169,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.99,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_12,Blank Sample,,Method Settings,81,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.91,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_13,Blank Sample,,Method Settings,83,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.04,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_14,Blank Sample,,Method Settings,99,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.10,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_15,Blank Sample,,Method Settings,80,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.10,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_16,Blank Sample,,Method Settings,640,NA,NA,NA,0.010,NA,NA,,NA,,6.95,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_17,Blank Sample,,Method Settings,573,NA,NA,NA,0.009,NA,NA,Response Low,NA,,6.91,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_18,Blank Sample,,Method Settings,290,NA,NA,NA,0.004,NA,NA,Response Low,NA,,6.94,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_19,Blank Sample,,Method Settings,121,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.95,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_20,Blank Sample,,Method Settings,143,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.12,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_21,Blank Sample,,Method Settings,241,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.96,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_22,Blank Sample,,Method Settings,130,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.99,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_cal_01,Blank Sample,,Method Settings,422,NA,NA,NA,0.006,NA,NA,Response Low,NA,,6.98,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_cal_02,Blank Sample,,Method Settings,899,NA,NA,NA,0.015,NA,NA,,NA,,6.93,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_cal_03,Blank Sample,,Method Settings,1075,NA,NA,NA,0.019,NA,NA,,NA,,7.01,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_start_01,Blank Sample,,Method Settings,157,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.73,blank,
Nu3,20181029_GM_2O-Me_Exp_blank_start_02,Blank Sample,,Method Settings,156,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.94,blank,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_01,Blank Sample,,Method Settings,81,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.98,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_02,Blank Sample,,Method Settings,106,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.97,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_03,Blank Sample,,Method Settings,154,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.00,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_04,Blank Sample,,Method Settings,144,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.01,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_05,Blank Sample,,Method Settings,116,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.01,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_06,Blank Sample,,Method Settings,125,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.07,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_07,Blank Sample,,Method Settings,74,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.99,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_08,Blank Sample,,Method Settings,134,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.90,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_09,Blank Sample,,Method Settings,133,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.99,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_10,Blank Sample,,Method Settings,119,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.77,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_11,Blank Sample,,Method Settings,72,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.05,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_12,Blank Sample,,Method Settings,142,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.03,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_13,Blank Sample,,Method Settings,71,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.98,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_14,Blank Sample,,Method Settings,124,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.03,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_15,Blank Sample,,Method Settings,96,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.00,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_16,Blank Sample,,Method Settings,150,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.01,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_17,Blank Sample,,Method Settings,207,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.93,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_18,Blank Sample,,Method Settings,106,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.93,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_19,Blank Sample,,Method Settings,79,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.01,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_20,Blank Sample,,Method Settings,193,NA,NA,NA,0.002,NA,NA,Response Low,NA,,7.03,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_21,Blank Sample,,Method Settings,247,NA,NA,NA,0.003,NA,NA,Response Low,NA,,7.06,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_22,Blank Sample,,Method Settings,198,NA,NA,NA,0.002,NA,NA,Response Low,NA,,7.02,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_23,Blank Sample,,Method Settings,154,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.96,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_24,Blank Sample,,Method Settings,155,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.02,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_25,Blank Sample,,Method Settings,101,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.83,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_26,Blank Sample,,Method Settings,146,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.79,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_27,Blank Sample,,Method Settings,106,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.99,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_28,Blank Sample,,Method Settings,131,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.11,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_29,Blank Sample,,Method Settings,168,NA,NA,NA,0.002,NA,NA,Response Low,NA,,7.08,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_30,Blank Sample,,Method Settings,145,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.90,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_31,Blank Sample,,Method Settings,97,NA,NA,NA,0.000,NA,NA,Response Low,NA,,7.02,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_32,Blank Sample,,Method Settings,123,NA,NA,NA,0.001,NA,NA,Response Low,NA,,6.98,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_33,Blank Sample,,Method Settings,107,NA,NA,NA,0.000,NA,NA,Response Low,NA,,6.94,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_01,Blank Sample,,Method Settings,287,NA,NA,NA,0.004,NA,NA,Response Low,NA,,7.08,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_02,Blank Sample,,Method Settings,322,NA,NA,NA,0.004,NA,NA,Response Low,NA,,6.98,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_03,Blank Sample,,Method Settings,310,NA,NA,NA,0.004,NA,NA,Response Low,NA,,7.09,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_04,Blank Sample,,Method Settings,273,NA,NA,NA,0.004,NA,NA,Response Low,NA,,7.03,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_05,Blank Sample,,Method Settings,504,NA,NA,NA,0.008,NA,NA,Response Low,NA,,7.15,wash,
Nu3,20181029_GM_2O-Me_Exp_wash_MeOH_cal_06,Blank Sample,,Method Settings,198,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.81,wash,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to100_01,Unknown Sample,,Method Settings,28970,NA,NA,NA,0.544,NA,NA,,NA,,6.93,M1_S1 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to100_02,Unknown Sample,,Method Settings,27679,NA,NA,NA,0.520,NA,NA,,NA,,6.94,M1_S1 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to100_03,Unknown Sample,,Method Settings,28593,NA,NA,NA,0.537,NA,NA,,NA,,6.94,M1_S1 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to10k_01,Unknown Sample,,Method Settings,436,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.95,M1_S1 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to10k_02,Unknown Sample,,Method Settings,540,NA,NA,NA,0.009,NA,NA,Response Low,NA,,6.96,M1_S1 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_1to10k_03,Unknown Sample,,Method Settings,271,NA,NA,NA,0.004,NA,NA,Response Low,NA,,6.98,M1_S1 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_01,Unknown Sample,,Method Settings,19420,NA,NA,NA,0.364,NA,NA,,NA,,6.94,M1_S1_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_02,Unknown Sample,,Method Settings,18592,NA,NA,NA,0.349,NA,NA,,NA,,6.95,M1_S1_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_03,Unknown Sample,,Method Settings,17511,NA,NA,NA,0.328,NA,NA,,NA,,6.96,M1_S1_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_01,Unknown Sample,,Method Settings,564,NA,NA,NA,0.009,NA,NA,Response Low,NA,,6.88,M1_S1_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_02,Unknown Sample,,Method Settings,442,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.94,M1_S1_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_03,Unknown Sample,,Method Settings,489,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.94,M1_S1_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_01,Unknown Sample,,Method Settings,922,NA,NA,NA,0.016,NA,NA,,NA,,6.93,M1_S1_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_02,Unknown Sample,,Method Settings,958,NA,NA,NA,0.016,NA,NA,,NA,,6.95,M1_S1_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_03,Unknown Sample,,Method Settings,1149,NA,NA,NA,0.020,NA,NA,,NA,,6.91,M1_S1_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_01,Unknown Sample,,Method Settings,267,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.92,M1_S1_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_02,Unknown Sample,,Method Settings,350,NA,NA,NA,0.005,NA,NA,Response Low,NA,,6.95,M1_S1_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_03,Unknown Sample,,Method Settings,376,NA,NA,NA,0.006,NA,NA,Response Low,NA,,6.94,M1_S1_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to100_01,Unknown Sample,,Method Settings,31752,NA,NA,NA,0.597,NA,NA,,NA,,6.96,M1A 1to100,
