Nu2,,,,,,,,,,,,,,,,,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_03,Std Bracket Sample,,Method Settings,306140,NA,NA,10.000,11.881,19%,4.9%,,3,,1.97,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_04,Std Bracket Sample,,Method Settings,290503,NA,NA,10.000,11.273,13%,4.9%,,3,,1.97,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_05,Std Bracket Sample,,Method Settings,281317,NA,NA,10.000,10.917,9%,4.9%,,3,,1.99,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_06,Std Bracket Sample,,Method Settings,283729,NA,NA,10.000,11.010,10%,4.9%,,3,,1.99,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_07,Std Bracket Sample,,Method Settings,264314,NA,NA,10.000,10.256,3%,4.9%,,3,,2.01,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_08,Std Bracket Sample,,Method Settings,270408,NA,NA,10.000,10.493,5%,4.9%,,3,,2.01,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalC_09,Std Bracket Sample,,Method Settings,270336,NA,NA,10.000,10.490,5%,4.9%,,3,,2.01,CalC,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_01,Std Bracket Sample,,Method Settings,32752,NA,NA,1.000,1.264,26%,6.4%,,4,,1.98,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_02,Std Bracket Sample,,Method Settings,34548,NA,NA,1.000,1.333,33%,6.4%,,4,,1.99,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_03,Std Bracket Sample,,Method Settings,33224,NA,NA,1.000,1.282,28%,6.4%,,4,,1.98,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_04,Std Bracket Sample,,Method Settings,32021,NA,NA,1.000,1.235,24%,6.4%,,4,,1.98,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_05,Std Bracket Sample,,Method Settings,30757,NA,NA,1.000,1.186,19%,6.4%,,4,,1.98,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_06,Std Bracket Sample,,Method Settings,31908,NA,NA,1.000,1.231,23%,6.4%,,4,,1.97,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_07,Std Bracket Sample,,Method Settings,29385,NA,NA,1.000,1.133,13%,6.4%,,4,,2.00,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_08,Std Bracket Sample,,Method Settings,29981,NA,NA,1.000,1.156,16%,6.4%,,4,,2.00,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalD_09,Std Bracket Sample,,Method Settings,28203,NA,NA,1.000,1.087,9%,6.4%,,4,,2.00,CalD,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_01,Std Bracket Sample,,Method Settings,13743,NA,NA,0.500,0.526,5%,5.9%,,5,,1.98,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_02,Std Bracket Sample,,Method Settings,14087,NA,NA,0.500,0.539,8%,5.9%,,5,,2.00,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_03,Std Bracket Sample,,Method Settings,13871,NA,NA,0.500,0.530,6%,5.9%,,5,,2.00,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_04,Std Bracket Sample,,Method Settings,12644,NA,NA,0.500,0.483,-3%,5.9%,,5,,1.99,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_05,Std Bracket Sample,,Method Settings,12583,NA,NA,0.500,0.480,-4%,5.9%,,5,,2.00,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_06,Std Bracket Sample,,Method Settings,12914,NA,NA,0.500,0.493,-1%,5.9%,,5,,1.98,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_07,Std Bracket Sample,,Method Settings,13016,NA,NA,0.500,0.497,-1%,5.9%,,5,,2.01,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_08,Std Bracket Sample,,Method Settings,11905,NA,NA,0.500,0.454,-9%,5.9%,,5,,2.00,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalE_09,Std Bracket Sample,,Method Settings,12194,NA,NA,0.500,0.465,-7%,5.9%,,5,,2.00,CalE,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_01,Std Bracket Sample,,Method Settings,2915,NA,NA,0.100,0.105,5%,11.2%,,6,,1.98,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_02,Std Bracket Sample,,Method Settings,2877,NA,NA,0.100,0.104,4%,11.2%,,6,,1.97,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_03,Std Bracket Sample,,Method Settings,3064,NA,NA,0.100,0.111,11%,11.2%,,6,,1.98,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_04,Std Bracket Sample,,Method Settings,2539,NA,NA,0.100,0.090,-10%,11.2%,,6,,1.98,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_05,Std Bracket Sample,,Method Settings,2696,NA,NA,0.100,0.097,-3%,11.2%,,6,,1.98,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_06,Std Bracket Sample,,Method Settings,2754,NA,NA,0.100,0.099,-1%,11.2%,,6,,2.00,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_07,Std Bracket Sample,,Method Settings,2201,NA,NA,0.100,0.077,-23%,11.2%,,6,,2.01,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_08,Std Bracket Sample,,Method Settings,2437,NA,NA,0.100,0.086,-14%,11.2%,,6,,2.00,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalF_09,Std Bracket Sample,,Method Settings,2285,NA,NA,0.100,0.081,-19%,11.2%,,6,,2.00,CalF,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_01,Std Bracket Sample,,Method Settings,1574,NA,NA,0.050,0.053,6%,11.8%,,7,,2.00,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_02,Std Bracket Sample,,Method Settings,1648,NA,NA,0.050,0.056,12%,11.8%,,7,,1.99,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_03,Std Bracket Sample,,Method Settings,1316,NA,NA,0.050,0.043,-14%,11.8%,,7,,1.99,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_04,Std Bracket Sample,,Method Settings,1207,NA,NA,0.050,0.039,-23%,11.8%,,7,,1.97,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_05,Std Bracket Sample,,Method Settings,1392,NA,NA,0.050,0.046,-8%,11.8%,,7,,1.98,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_06,Std Bracket Sample,,Method Settings,1368,NA,NA,0.050,0.045,-10%,11.8%,,7,,1.97,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_07,Std Bracket Sample,,Method Settings,1250,NA,NA,0.050,0.040,-19%,11.8%,,7,,1.98,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_08,Std Bracket Sample,,Method Settings,1168,NA,NA,0.050,0.037,-26%,11.8%,,7,,2.00,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalG_09,Std Bracket Sample,,Method Settings,1325,NA,NA,0.050,0.043,-13%,11.8%,,7,,2.00,CalG,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_01,Std Bracket Sample,,Method Settings,467,NA,NA,0.010,0.010,0%,61.2%,Response Low,8,,1.98,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_02,Std Bracket Sample,,Method Settings,425,NA,NA,0.010,0.008,-17%,61.2%,Response Low,8,,2.00,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_03,Std Bracket Sample,,Method Settings,378,NA,NA,0.010,0.006,-35%,61.2%,Response Low,8,,2.00,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_04,Std Bracket Sample,,Method Settings,540,NA,NA,0.010,0.013,28%,61.2%,,8,,1.99,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_05,Std Bracket Sample,,Method Settings,331,NA,NA,0.010,0.005,-54%,61.2%,Response Low,8,,1.97,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_06,Std Bracket Sample,,Method Settings,483,NA,NA,0.010,0.011,6%,61.2%,,8,,1.98,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_07,Std Bracket Sample,,Method Settings,NF,NA,NF,0.010,NF,NF,NF,Not Found,8,,NF,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_08,Std Bracket Sample,,Method Settings,NF,NA,NF,0.010,NF,NF,NF,Not Found,8,,NF,CalH,
Nu2,20181029_GM_2O-Me_Exp_Mix19_CalH_09,Std Bracket Sample,,Method Settings,298,NA,NA,0.010,0.003,-66%,61.2%,Response Low,8,,1.96,CalH,
Nu2,20181029_GM_2O-Me_Exp_blank_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_03,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_04,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_05,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_06,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_07,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_08,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_09,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_10,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_11,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_12,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_13,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_14,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_15,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_16,Blank Sample,,Method Settings,375,NA,NA,NA,0.006,NA,NA,Response Low,NA,,1.96,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_17,Blank Sample,,Method Settings,382,NA,NA,NA,0.007,NA,NA,Response Low,NA,,1.98,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_18,Blank Sample,,Method Settings,285,NA,NA,NA,0.003,NA,NA,Response Low,NA,,1.97,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_19,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_20,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_21,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_22,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_cal_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_cal_02,Blank Sample,,Method Settings,693,NA,NA,NA,0.019,NA,NA,,NA,,1.96,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_cal_03,Blank Sample,,Method Settings,728,NA,NA,NA,0.020,NA,NA,,NA,,1.98,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_start_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_blank_start_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,blank,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_03,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_04,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_05,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_06,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_07,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_08,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_09,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_10,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_11,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_12,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_13,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_14,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_15,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_16,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_17,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_18,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_19,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_20,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_21,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_22,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_23,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_24,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_25,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_26,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_27,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_28,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_29,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_30,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_31,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_32,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_33,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_01,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_02,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_03,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_04,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_05,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_wash_MeOH_cal_06,Blank Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,wash,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to100_01,Unknown Sample,,Method Settings,28280,NA,NA,NA,1.090,NA,NA,,NA,,1.99,M1_S1 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to100_02,Unknown Sample,,Method Settings,28977,NA,NA,NA,1.117,NA,NA,,NA,,2.00,M1_S1 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to100_03,Unknown Sample,,Method Settings,30282,NA,NA,NA,1.168,NA,NA,,NA,,1.98,M1_S1 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to10k_01,Unknown Sample,,Method Settings,637,NA,NA,NA,0.017,NA,NA,,NA,,2.00,M1_S1 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to10k_02,Unknown Sample,,Method Settings,546,NA,NA,NA,0.013,NA,NA,,NA,,1.98,M1_S1 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_1to10k_03,Unknown Sample,,Method Settings,505,NA,NA,NA,0.011,NA,NA,,NA,,2.00,M1_S1 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_01,Unknown Sample,,Method Settings,23387,NA,NA,NA,0.900,NA,NA,,NA,,2.00,M1_S1_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_02,Unknown Sample,,Method Settings,21515,NA,NA,NA,0.827,NA,NA,,NA,,2.00,M1_S1_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to100_03,Unknown Sample,,Method Settings,22534,NA,NA,NA,0.867,NA,NA,,NA,,2.00,M1_S1_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_01,Unknown Sample,,Method Settings,589,NA,NA,NA,0.015,NA,NA,,NA,,1.97,M1_S1_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_02,Unknown Sample,,Method Settings,587,NA,NA,NA,0.015,NA,NA,,NA,,1.97,M1_S1_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Col_1to10k_03,Unknown Sample,,Method Settings,317,NA,NA,NA,0.004,NA,NA,Response Low,NA,,1.96,M1_S1_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_01,Unknown Sample,,Method Settings,7403,NA,NA,NA,0.279,NA,NA,,NA,,2.01,M1_S1_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_02,Unknown Sample,,Method Settings,7484,NA,NA,NA,0.282,NA,NA,,NA,,2.01,M1_S1_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to100_03,Unknown Sample,,Method Settings,7320,NA,NA,NA,0.276,NA,NA,,NA,,2.00,M1_S1_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_01,Unknown Sample,,Method Settings,343,NA,NA,NA,0.005,NA,NA,Response Low,NA,,2.00,M1_S1_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_02,Unknown Sample,,Method Settings,431,NA,NA,NA,0.009,NA,NA,Response Low,NA,,1.99,M1_S1_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1_S1_Extr_1to10k_03,Unknown Sample,,Method Settings,323,NA,NA,NA,0.004,NA,NA,Response Low,NA,,1.97,M1_S1_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to100_01,Unknown Sample,,Method Settings,38405,NA,NA,NA,1.483,NA,NA,,NA,,1.99,M1A 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,39577,NA,NA,NA,1.529,NA,NA,,NA,,2.00,M1A 1to100,
